district_name,num_transactions,transaction_amount_rupees,year,state_name,quarter
surguja district,707337,1327658513.4476824,2020,chhattisgarh,3
dantewada district,229155,513318881.200006,2020,chhattisgarh,3
gariyaband district,302410,526052466.32615495,2020,chhattisgarh,3
durg district,3050549,4422630206.029019,2020,chhattisgarh,3
rajnandgaon district,877383,1486830890.3385725,2020,chhattisgarh,3
raipur district,6042530,10684762115.033833,2020,chhattisgarh,3
narayanpur district,88855,172616130.5030778,2020,chhattisgarh,3
kanker district,458506,944194080.7817578,2020,chhattisgarh,3
korea district,505107,903153468.0155666,2020,chhattisgarh,3
mungeli district,261398,440214275.05159545,2020,chhattisgarh,3
bilaspur district,1745292,2896159000.806561,2020,chhattisgarh,3
balrampur district,441036,1014202448.380359,2020,chhattisgarh,3
bijapur district,211349,499340515.0420793,2020,chhattisgarh,3
bemetara district,391183,568030403.7356443,2020,chhattisgarh,3
bastar district,494723,996159111.5029507,2020,chhattisgarh,3
kondagaon district,262629,472823128.6065277,2020,chhattisgarh,3
mahasamund district,711477,1292683804.8464174,2020,chhattisgarh,3
dhamtari district,624812,1116630006.0085955,2020,chhattisgarh,4
korba district,1984429,3184943428.3822093,2020,chhattisgarh,4
surajpur district,676567,1305789055.4768894,2020,chhattisgarh,4
baloda bazar district,1079166,1896871501.902258,2020,chhattisgarh,4
sukma district,238465,638524490.7419174,2020,chhattisgarh,4
raigarh district,2064164,3637725480.8909154,2020,chhattisgarh,4
janjgir champa district,2192318,3743676244.613643,2020,chhattisgarh,4
jashpur district,599900,1101179048.8851104,2020,chhattisgarh,4
balod district,653978,1065314612.5838513,2020,chhattisgarh,4
kabirdham district,551734,894582481.4049557,2020,chhattisgarh,4
surguja district,1086420,2064653403.7490907,2020,chhattisgarh,4
dantewada district,318775,789981955.5130013,2020,chhattisgarh,4
gariyaband district,417169,739494892.833446,2020,chhattisgarh,4
durg district,4913427,7302773368.858854,2020,chhattisgarh,4
rajnandgaon district,1290120,2254466252.901078,2020,chhattisgarh,4
raipur district,8570997,14747848599.148956,2020,chhattisgarh,4
narayanpur district,126331,257167467.5268439,2020,chhattisgarh,4
kanker district,634514,1358849804.8078868,2020,chhattisgarh,4
korea district,754942,1395166961.7705023,2020,chhattisgarh,4
mungeli district,363678,666087422.2678833,2020,chhattisgarh,4
bilaspur district,2837963,4829260316.92908,2020,chhattisgarh,4
balrampur district,578790,1340368849.4000525,2020,chhattisgarh,4
bijapur district,307460,766898011.8716979,2020,chhattisgarh,4
bemetara district,520944,870151678.1162208,2020,chhattisgarh,4
bastar district,738632,1566415259.0535295,2020,chhattisgarh,4
kondagaon district,369192,728929648.0722761,2020,chhattisgarh,4
mahasamund district,1034749,1951224040.2379332,2020,chhattisgarh,4
dhamtari district,40907,36969406.65169988,2018,chhattisgarh,1
korba district,93345,99366683.13643219,2018,chhattisgarh,1
surajpur district,35573,34242977.1533452,2018,chhattisgarh,1
baloda bazar district,61987,55455251.90835041,2018,chhattisgarh,1
sukma district,3825,6509136.045384104,2018,chhattisgarh,1
raigarh district,133135,140463994.72274816,2018,chhattisgarh,1
janjgir champa district,219761,223984259.54781693,2018,chhattisgarh,1
jashpur district,41174,39068620.43575929,2018,chhattisgarh,1
balod district,36121,33548672.664485324,2018,chhattisgarh,1
kabirdham district,32615,22661025.448303588,2018,chhattisgarh,1
surguja district,68251,77822921.04137452,2018,chhattisgarh,1
dantewada district,8452,12999922.810604937,2018,chhattisgarh,1
gariyaband district,40648,38684589.83509959,2018,chhattisgarh,1
durg district,226774,274435199.8248116,2018,chhattisgarh,1
rajnandgaon district,73040,79830832.05145703,2018,chhattisgarh,1
raipur district,323570,474633363.8981755,2018,chhattisgarh,1
narayanpur district,2998,2964107.201561708,2018,chhattisgarh,1
kanker district,29788,28373231.31840328,2018,chhattisgarh,1
korea district,39025,44008432.87485616,2018,chhattisgarh,1
mungeli district,19819,15819138.35146201,2018,chhattisgarh,1
bilaspur district,158509,169865045.94570604,2018,chhattisgarh,1
balrampur district,29546,41793646.192111745,2018,chhattisgarh,1
bijapur district,5863,10478592.789207593,2018,chhattisgarh,1
bemetara district,41406,40326244.06428747,2018,chhattisgarh,1
bastar district,38895,50365512.88669063,2018,chhattisgarh,1
kondagaon district,22249,25283402.36998293,2018,chhattisgarh,1
mahasamund district,64238,69201346.06665277,2018,chhattisgarh,1
dhamtari district,64767,75916210.48885134,2018,chhattisgarh,2
korba district,138391,211036250.02659774,2018,chhattisgarh,2
surajpur district,52149,71214642.79943518,2018,chhattisgarh,2
baloda bazar district,92920,133808358.16844037,2018,chhattisgarh,2
sukma district,6329,17216596.73504253,2018,chhattisgarh,2
raigarh district,190903,269228922.7693977,2018,chhattisgarh,2
janjgir champa district,402022,565626317.3622495,2018,chhattisgarh,2
jashpur district,57456,81880457.75661291,2018,chhattisgarh,2
balod district,51273,55679688.81664646,2018,chhattisgarh,2
kabirdham district,45836,50368745.15026155,2018,chhattisgarh,2
surguja district,94260,156057826.47418585,2018,chhattisgarh,2
dantewada district,16759,33319758.30556655,2018,chhattisgarh,2
gariyaband district,54234,69652731.44749868,2018,chhattisgarh,2
durg district,302345,466514532.1427194,2018,chhattisgarh,2
rajnandgaon district,118132,152826147.2432136,2018,chhattisgarh,2
raipur district,470127,841704574.3248034,2018,chhattisgarh,2
narayanpur district,4613,6008458.096208755,2018,chhattisgarh,2
kanker district,39505,60601702.39365116,2018,chhattisgarh,2
korea district,54668,95050511.51330401,2018,chhattisgarh,2
mungeli district,31126,36967297.02084474,2018,chhattisgarh,2
bilaspur district,227499,324449553.2865913,2018,chhattisgarh,2
balrampur district,45309,112473572.26822115,2018,chhattisgarh,2
bijapur district,12815,26201133.89758309,2018,chhattisgarh,2
bemetara district,61257,80647586.92949432,2018,chhattisgarh,2
bastar district,57153,96021635.6917436,2018,chhattisgarh,2
kondagaon district,31090,49190220.37838579,2018,chhattisgarh,2
mahasamund district,93218,124507011.67411298,2018,chhattisgarh,2
dhamtari district,82428,117488009.0239144,2018,chhattisgarh,3
korba district,184852,293436194.59698164,2018,chhattisgarh,3
surajpur district,70726,117394526.2211022,2018,chhattisgarh,3
baloda bazar district,127539,204693992.96310723,2018,chhattisgarh,3
sukma district,14906,34497222.33322545,2018,chhattisgarh,3
raigarh district,263831,410153295.34528005,2018,chhattisgarh,3
janjgir champa district,544027,761781545.6720302,2018,chhattisgarh,3
jashpur district,68085,107652984.44522895,2018,chhattisgarh,3
balod district,71561,92661258.52399492,2018,chhattisgarh,3
kabirdham district,59769,79081577.09812817,2018,chhattisgarh,3
surguja district,123129,222467433.69994545,2018,chhattisgarh,3
dantewada district,30707,61983191.57948123,2018,chhattisgarh,3
gariyaband district,68853,100197481.7308268,2018,chhattisgarh,3
durg district,397408,670651315.7474772,2018,chhattisgarh,3
rajnandgaon district,154856,234428137.06427848,2018,chhattisgarh,3
raipur district,659871,1235190303.9525878,2018,chhattisgarh,3
narayanpur district,10326,14992218.067332882,2018,chhattisgarh,3
kanker district,62200,99066430.65690401,2018,chhattisgarh,3
korea district,79975,151849657.85464737,2018,chhattisgarh,3
mungeli district,40168,58982986.65258928,2018,chhattisgarh,3
bilaspur district,335751,498127861.8344182,2018,chhattisgarh,3
balrampur district,59664,150052868.27342016,2018,chhattisgarh,3
bijapur district,23318,52221607.48542527,2018,chhattisgarh,3
bemetara district,73056,110600944.88712542,2018,chhattisgarh,3
bastar district,84286,152773164.90885538,2018,chhattisgarh,3
kondagaon district,42641,70026983.47794574,2018,chhattisgarh,3
mahasamund district,125671,199853879.35012454,2018,chhattisgarh,3
dhamtari district,108799,164708733.96832758,2018,chhattisgarh,4
korba district,270387,480365449.42326164,2018,chhattisgarh,4
surajpur district,109764,192938270.21663088,2018,chhattisgarh,4
baloda bazar district,190033,295982106.36890244,2018,chhattisgarh,4
sukma district,29759,66493047.42363013,2018,chhattisgarh,4
raigarh district,371009,609355216.1028209,2018,chhattisgarh,4
janjgir champa district,669790,1023380162.572681,2018,chhattisgarh,4
jashpur district,91425,181439133.7637751,2018,chhattisgarh,4
balod district,101967,149467198.1419273,2018,chhattisgarh,4
kabirdham district,90957,130261125.4707921,2018,chhattisgarh,4
surguja district,174043,354179706.54506606,2018,chhattisgarh,4
dantewada district,51960,114087585.90967672,2018,chhattisgarh,4
gariyaband district,82751,154467158.4469632,2018,chhattisgarh,4
durg district,529904,944287367.5683255,2018,chhattisgarh,4
rajnandgaon district,204099,352901504.78259885,2018,chhattisgarh,4
raipur district,891868,1740861108.0445876,2018,chhattisgarh,4
narayanpur district,20798,37921533.67589848,2018,chhattisgarh,4
kanker district,102769,204619479.11186063,2018,chhattisgarh,4
korea district,122536,237083469.33324972,2018,chhattisgarh,4
mungeli district,82792,106414846.43663485,2018,chhattisgarh,4
bilaspur district,471373,730446431.89519,2018,chhattisgarh,4
balrampur district,92320,247643052.91707128,2018,chhattisgarh,4
bijapur district,38826,83030265.77317062,2018,chhattisgarh,4
bemetara district,100405,156087709.93434596,2018,chhattisgarh,4
bastar district,123188,240073969.67640284,2018,chhattisgarh,4
kondagaon district,63449,120750465.63868642,2018,chhattisgarh,4
mahasamund district,178873,297166565.82886094,2018,chhattisgarh,4
unakoti district,148265,349475550.5366119,2022,tripura,1
khowai district,124989,289652618.573128,2022,tripura,1
sepahijala district,257586,636388326.2869308,2022,tripura,1
north tripura district,310764,699778044.1822658,2022,tripura,1
dhalai district,216216,501758621.1580514,2022,tripura,1
south tripura district,242720,632737978.7888881,2022,tripura,1
gomati district,230019,517368490.15875137,2022,tripura,1
west tripura district,1340631,2620170134.665219,2022,tripura,1
unakoti district,168534,380245834.42516845,2022,tripura,2
khowai district,147470,314663693.9199481,2022,tripura,2
sepahijala district,301211,703075146.3196069,2022,tripura,2
north tripura district,347933,745615506.6452613,2022,tripura,2
dhalai district,258585,545900041.1491123,2022,tripura,2
south tripura district,270412,649809730.8825212,2022,tripura,2
gomati district,269581,581885804.1766024,2022,tripura,2
west tripura district,1654938,2957075284.517075,2022,tripura,2
unakoti district,179593,406385690.1014518,2022,tripura,3
khowai district,164425,363263351.2108836,2022,tripura,3
sepahijala district,358452,818757042.968861,2022,tripura,3
north tripura district,400198,829909312.3103282,2022,tripura,3
dhalai district,287101,618208457.2771137,2022,tripura,3
south tripura district,286379,682522212.5858632,2022,tripura,3
gomati district,294377,612183432.8798862,2022,tripura,3
west tripura district,2286054,4317123305.576752,2022,tripura,3
unakoti district,292384,653255260.7593155,2022,tripura,4
khowai district,172992,374619180.93378747,2022,tripura,4
sepahijala district,352709,784953776.7829857,2022,tripura,4
north tripura district,460914,940748505.5593312,2022,tripura,4
dhalai district,289984,592125895.8754389,2022,tripura,4
south tripura district,318517,743429832.5489745,2022,tripura,4
gomati district,303790,606245959.1360532,2022,tripura,4
west tripura district,3006900,5757593406.558215,2022,tripura,4
unakoti district,650681,1005266570.0,2024,tripura,1
khowai district,497234,856112935.0,2024,tripura,1
sepahijala district,923724,1802373844.0,2024,tripura,1
north tripura district,1501227,2525020903.0,2024,tripura,1
dhalai district,863498,1437233660.0,2024,tripura,1
south tripura district,971876,1813638983.0,2024,tripura,1
gomati district,823583,1406810961.0,2024,tripura,1
west tripura district,4810816,6905731518.0,2024,tripura,1
unakoti district,771035,997225846.0,2024,tripura,2
khowai district,598608,869520565.0,2024,tripura,2
sepahijala district,1070734,1820147789.0,2024,tripura,2
north tripura district,1744430,2412506441.0,2024,tripura,2
dhalai district,1020940,1443908526.0,2024,tripura,2
south tripura district,1121377,1825242580.0,2024,tripura,2
gomati district,982109,1453509347.0,2024,tripura,2
west tripura district,5478314,7315369974.0,2024,tripura,2
unakoti district,402005,792057910.0,2023,tripura,1
khowai district,338828,713428034.0,2023,tripura,1
sepahijala district,638722,1338075480.0,2023,tripura,1
north tripura district,871256,1687332816.0,2023,tripura,1
dhalai district,562193,1126256596.0,2023,tripura,1
south tripura district,608810,1375920795.0,2023,tripura,1
gomati district,562299,1128168622.0,2023,tripura,1
west tripura district,3134574,5127042638.0,2023,tripura,1
unakoti district,461521,831227345.0,2023,tripura,2
khowai district,352685,676909626.0,2023,tripura,2
sepahijala district,701484,1434920521.0,2023,tripura,2
north tripura district,999059,1775463127.0,2023,tripura,2
dhalai district,619543,1115111944.0,2023,tripura,2
south tripura district,670283,1363923736.0,2023,tripura,2
gomati district,620180,1121816314.0,2023,tripura,2
west tripura district,3504788,5599757469.0,2023,tripura,2
unakoti district,520535,920858022.0,2023,tripura,3
khowai district,387244,741671406.0,2023,tripura,3
sepahijala district,785302,1544915373.0,2023,tripura,3
north tripura district,1152369,2000473161.0,2023,tripura,3
dhalai district,710839,1252927674.0,2023,tripura,3
south tripura district,733436,1411825655.0,2023,tripura,3
gomati district,679723,1217033650.0,2023,tripura,3
west tripura district,4139314,6159518389.0,2023,tripura,3
unakoti district,586144,970872239.0,2023,tripura,4
khowai district,441339,804707070.0,2023,tripura,4
sepahijala district,849428,1725949129.0,2023,tripura,4
north tripura district,1337292,2282730510.0,2023,tripura,4
dhalai district,788225,1346449561.0,2023,tripura,4
south tripura district,851971,1599545837.0,2023,tripura,4
gomati district,763260,1320512014.0,2023,tripura,4
west tripura district,4523251,6769130434.0,2023,tripura,4
unakoti district,24562,28789584.83707358,2019,tripura,1
khowai district,36291,41097809.268162064,2019,tripura,1
sepahijala district,65545,79750942.69844744,2019,tripura,1
north tripura district,35513,53359801.416677624,2019,tripura,1
dhalai district,33295,57107027.86254052,2019,tripura,1
south tripura district,64445,78239589.10235174,2019,tripura,1
gomati district,51994,62247963.56023826,2019,tripura,1
west tripura district,269281,356302222.87033004,2019,tripura,1
unakoti district,20264,29942709.57518096,2019,tripura,2
khowai district,27357,39594573.11367641,2019,tripura,2
sepahijala district,51675,91802336.89096056,2019,tripura,2
north tripura district,34750,57253647.84893566,2019,tripura,2
dhalai district,35446,57168085.150431305,2019,tripura,2
south tripura district,58687,93657802.46878463,2019,tripura,2
gomati district,44671,72233524.18215181,2019,tripura,2
west tripura district,259708,400168803.61725503,2019,tripura,2
unakoti district,24817,37601399.539157376,2019,tripura,3
khowai district,31061,48267493.19735643,2019,tripura,3
sepahijala district,64021,100769508.41196786,2019,tripura,3
north tripura district,49503,71077675.08774427,2019,tripura,3
dhalai district,44468,71345910.41205536,2019,tripura,3
south tripura district,66682,99290824.56459549,2019,tripura,3
gomati district,60249,87365263.29836246,2019,tripura,3
west tripura district,370916,501659348.30598545,2019,tripura,3
unakoti district,35536,54063293.815416425,2019,tripura,4
khowai district,35979,55953879.30109074,2019,tripura,4
sepahijala district,73165,126608014.74795961,2019,tripura,4
north tripura district,61226,90362263.29445888,2019,tripura,4
dhalai district,52188,79988122.4279602,2019,tripura,4
south tripura district,76273,115116709.40717971,2019,tripura,4
gomati district,72919,107373443.70576558,2019,tripura,4
west tripura district,394538,585934433.558359,2019,tripura,4
unakoti district,68925,161256237.6246628,2021,tripura,1
khowai district,71155,160906168.90000182,2021,tripura,1
sepahijala district,141426,365525453.40613097,2021,tripura,1
north tripura district,143060,318074681.762841,2021,tripura,1
dhalai district,116945,274079611.2937597,2021,tripura,1
south tripura district,150265,357643996.07881093,2021,tripura,1
gomati district,127271,295815100.00755715,2021,tripura,1
west tripura district,692376,1402040320.719656,2021,tripura,1
unakoti district,88092,174170768.10130727,2021,tripura,2
khowai district,81845,164265842.95334023,2021,tripura,2
sepahijala district,166437,361358159.019094,2021,tripura,2
north tripura district,176067,351155989.2912202,2021,tripura,2
dhalai district,138998,278586073.4183272,2021,tripura,2
south tripura district,171713,365935947.9664031,2021,tripura,2
gomati district,148554,309610328.7995062,2021,tripura,2
west tripura district,772723,1463071251.4870775,2021,tripura,2
unakoti district,105296,228625158.42425585,2021,tripura,3
khowai district,89061,181900029.39183187,2021,tripura,3
sepahijala district,195392,447581559.15148854,2021,tripura,3
north tripura district,210698,454116633.31926054,2021,tripura,3
dhalai district,167446,368906160.1985531,2021,tripura,3
south tripura district,186827,414556972.4847057,2021,tripura,3
gomati district,166441,372982272.5022316,2021,tripura,3
west tripura district,960039,1895464982.709153,2021,tripura,3
unakoti district,130201,289484907.9042663,2021,tripura,4
khowai district,111589,254808204.6481812,2021,tripura,4
sepahijala district,233920,570421104.1824098,2021,tripura,4
north tripura district,255959,590088928.3209249,2021,tripura,4
dhalai district,194907,448039146.77420795,2021,tripura,4
south tripura district,219422,560735150.0701383,2021,tripura,4
gomati district,200196,454492828.75278926,2021,tripura,4
west tripura district,1174499,2328859193.6465282,2021,tripura,4
unakoti district,37292,65629411.24942416,2020,tripura,1
khowai district,43027,73376986.42934099,2020,tripura,1
sepahijala district,82186,153302286.84263223,2020,tripura,1
north tripura district,71460,109976480.50529519,2020,tripura,1
dhalai district,61425,99410788.98253483,2020,tripura,1
south tripura district,89869,155003031.67681992,2020,tripura,1
gomati district,77355,136218979.95952815,2020,tripura,1
west tripura district,461888,795860840.742927,2020,tripura,1
unakoti district,51385,78087527.62381232,2020,tripura,2
khowai district,57871,87108349.82516634,2020,tripura,2
sepahijala district,113723,189445992.22517106,2020,tripura,2
north tripura district,101129,142793248.50751278,2020,tripura,2
dhalai district,91473,139760407.46690515,2020,tripura,2
south tripura district,120386,209028177.93741143,2020,tripura,2
gomati district,94532,143272330.02195236,2020,tripura,2
west tripura district,422021,779679849.9780351,2020,tripura,2
unakoti district,63441,118957916.52995977,2020,tripura,3
khowai district,72823,129761070.16067821,2020,tripura,3
sepahijala district,144693,269350118.6330105,2020,tripura,3
north tripura district,126884,207965073.7559021,2020,tripura,3
dhalai district,114616,192403601.42055285,2020,tripura,3
south tripura district,151881,270869695.8170734,2020,tripura,3
gomati district,121329,214785928.09740338,2020,tripura,3
west tripura district,522218,937726111.8013046,2020,tripura,3
unakoti district,77102,156226431.56807107,2020,tripura,4
khowai district,83899,156613600.32324535,2020,tripura,4
sepahijala district,165182,336834539.2035086,2020,tripura,4
north tripura district,164023,307732518.799576,2020,tripura,4
dhalai district,137188,266253033.05323905,2020,tripura,4
south tripura district,182583,347232002.6283551,2020,tripura,4
gomati district,149404,291692706.480306,2020,tripura,4
west tripura district,692509,1319546164.1650112,2020,tripura,4
unakoti district,5068,4349605.99414449,2018,tripura,1
khowai district,8838,7242490.357963288,2018,tripura,1
sepahijala district,14107,13224752.635975957,2018,tripura,1
north tripura district,9915,10869174.626601541,2018,tripura,1
dhalai district,9195,8812172.047209244,2018,tripura,1
south tripura district,18338,13785118.334229637,2018,tripura,1
gomati district,12229,11277259.25510255,2018,tripura,1
west tripura district,70467,68418341.27939591,2018,tripura,1
unakoti district,9198,6923396.262354778,2018,tripura,2
khowai district,11440,12338889.10193297,2018,tripura,2
sepahijala district,18815,23613654.490828905,2018,tripura,2
north tripura district,13859,16015790.907680929,2018,tripura,2
dhalai district,14563,15283111.134383248,2018,tripura,2
south tripura district,22366,18977158.301921178,2018,tripura,2
gomati district,16000,15955619.883351957,2018,tripura,2
west tripura district,108318,127784098.633682,2018,tripura,2
unakoti district,29360,19643274.575087894,2018,tripura,3
khowai district,14941,21548759.427429266,2018,tripura,3
sepahijala district,33646,39779005.11547229,2018,tripura,3
north tripura district,25747,30157424.752639703,2018,tripura,3
dhalai district,22350,31331691.36689817,2018,tripura,3
south tripura district,49250,45613113.08085984,2018,tripura,3
gomati district,34380,36259157.953162886,2018,tripura,3
west tripura district,168029,229530961.76904225,2018,tripura,3
unakoti district,22714,18120450.88253949,2018,tripura,4
khowai district,26880,33718919.53354463,2018,tripura,4
sepahijala district,53688,62851730.0512325,2018,tripura,4
north tripura district,34385,44032488.77566351,2018,tripura,4
dhalai district,28775,46429185.35186546,2018,tripura,4
south tripura district,49820,66095950.12312652,2018,tripura,4
gomati district,38970,48523976.18040443,2018,tripura,4
west tripura district,192827,305112898.56606925,2018,tripura,4
serchhip district,25542,73577504.13530782,2022,mizoram,1
aizawl district,341192,1081700361.9959884,2022,mizoram,1
lunglei district,70118,225762310.6230601,2022,mizoram,1
mamit district,31141,85615813.92389987,2022,mizoram,1
lawngtlai district,52546,177710904.92789966,2022,mizoram,1
kolasib district,41730,131565353.72167373,2022,mizoram,1
champhai district,28284,104778862.41112824,2022,mizoram,1
saiha district,14364,64447851.87228675,2022,mizoram,1
serchhip district,24248,72294618.64313027,2022,mizoram,2
aizawl district,364786,1137178791.3961444,2022,mizoram,2
lunglei district,71974,216551898.04095763,2022,mizoram,2
mamit district,35643,98025373.52449822,2022,mizoram,2
lawngtlai district,55575,178078191.45037478,2022,mizoram,2
kolasib district,44824,125315221.5086985,2022,mizoram,2
champhai district,30607,103805199.37272805,2022,mizoram,2
saiha district,16320,71937273.17240411,2022,mizoram,2
serchhip district,23168,65622336.99787671,2022,mizoram,3
aizawl district,383546,1129120156.9892113,2022,mizoram,3
lunglei district,81428,231838246.93491793,2022,mizoram,3
mamit district,32604,88879142.37748808,2022,mizoram,3
lawngtlai district,52771,160991694.95874986,2022,mizoram,3
kolasib district,44830,121251949.18563816,2022,mizoram,3
champhai district,25701,86209300.03437018,2022,mizoram,3
saiha district,14990,62352784.58970161,2022,mizoram,3
serchhip district,25172,71431982.54694104,2022,mizoram,4
aizawl district,360350,1054341698.8459929,2022,mizoram,4
lunglei district,99571,275164384.7691406,2022,mizoram,4
mamit district,39889,111490213.09424148,2022,mizoram,4
lawngtlai district,60120,176322495.4134693,2022,mizoram,4
kolasib district,55854,157046232.3046887,2022,mizoram,4
champhai district,33252,110073440.44820769,2022,mizoram,4
saiha district,19566,82040637.84033793,2022,mizoram,4
serchhip district,65889,147392179.0,2024,mizoram,1
aizawl district,818787,1679426368.0,2024,mizoram,1
lunglei district,183807,430369269.0,2024,mizoram,1
mamit district,103195,242076766.0,2024,mizoram,1
lawngtlai district,148817,367265052.0,2024,mizoram,1
kolasib district,183165,428839081.0,2024,mizoram,1
champhai district,74670,180323530.0,2024,mizoram,1
saiha district,48686,154404485.0,2024,mizoram,1
serchhip district,67373,137181022.0,2024,mizoram,2
aizawl district,1014689,1856999075.0,2024,mizoram,2
lunglei district,221646,445648162.0,2024,mizoram,2
mamit district,108197,195830750.0,2024,mizoram,2
lawngtlai district,213651,431942044.0,2024,mizoram,2
kolasib district,210091,400830889.0,2024,mizoram,2
champhai district,85226,182655384.0,2024,mizoram,2
saiha district,56206,147390314.0,2024,mizoram,2
serchhip district,47296,123979875.0,2023,mizoram,1
aizawl district,504609,1341466173.0,2023,mizoram,1
lunglei district,133494,370554828.0,2023,mizoram,1
mamit district,70712,203623313.0,2023,mizoram,1
lawngtlai district,100980,302696707.0,2023,mizoram,1
kolasib district,101803,285504599.0,2023,mizoram,1
champhai district,60149,197355098.0,2023,mizoram,1
saiha district,33552,130442146.0,2023,mizoram,1
serchhip district,59329,133368970.0,2023,mizoram,2
aizawl district,591532,1487286801.0,2023,mizoram,2
lunglei district,143000,370416278.0,2023,mizoram,2
mamit district,78957,210372609.0,2023,mizoram,2
lawngtlai district,118358,363557404.0,2023,mizoram,2
kolasib district,115550,294504301.0,2023,mizoram,2
champhai district,62301,181668968.0,2023,mizoram,2
saiha district,39903,150631245.0,2023,mizoram,2
serchhip district,58254,132491025.0,2023,mizoram,3
aizawl district,685462,1543440692.0,2023,mizoram,3
lunglei district,141180,351803351.0,2023,mizoram,3
mamit district,79763,178963303.0,2023,mizoram,3
lawngtlai district,113307,317228377.0,2023,mizoram,3
kolasib district,134018,295784977.0,2023,mizoram,3
champhai district,56753,156896799.0,2023,mizoram,3
saiha district,41676,129521711.0,2023,mizoram,3
serchhip district,60241,146216988.0,2023,mizoram,4
aizawl district,780542,1736939028.0,2023,mizoram,4
lunglei district,163967,404021870.0,2023,mizoram,4
mamit district,94566,221318131.0,2023,mizoram,4
lawngtlai district,129497,341405743.0,2023,mizoram,4
kolasib district,155636,366968476.0,2023,mizoram,4
champhai district,67268,171711322.0,2023,mizoram,4
saiha district,49011,152258725.0,2023,mizoram,4
serchhip district,2964,9972286.162915044,2019,mizoram,1
aizawl district,40608,125499167.4513055,2019,mizoram,1
lunglei district,8092,24562628.04677686,2019,mizoram,1
mamit district,5400,15141345.457853137,2019,mizoram,1
lawngtlai district,3749,12077236.041769966,2019,mizoram,1
kolasib district,5590,15775791.308525538,2019,mizoram,1
champhai district,1865,6683655.297350604,2019,mizoram,1
saiha district,2038,8448785.630905889,2019,mizoram,1
serchhip district,2917,10740915.810445426,2019,mizoram,2
aizawl district,45257,147150855.43357453,2019,mizoram,2
lunglei district,8919,29564431.131805927,2019,mizoram,2
mamit district,5047,15936975.402700387,2019,mizoram,2
lawngtlai district,4502,12828264.165793028,2019,mizoram,2
kolasib district,5077,15941097.796656493,2019,mizoram,2
champhai district,2055,7970010.188288981,2019,mizoram,2
saiha district,1897,7884158.20574963,2019,mizoram,2
serchhip district,4389,12447829.176727356,2019,mizoram,3
aizawl district,54796,162632861.96810922,2019,mizoram,3
lunglei district,13305,34090897.89113889,2019,mizoram,3
mamit district,6296,14161494.187527731,2019,mizoram,3
lawngtlai district,6097,14593963.455838619,2019,mizoram,3
kolasib district,6977,17976086.411676798,2019,mizoram,3
champhai district,3512,12151523.038879696,2019,mizoram,3
saiha district,2722,10739243.821443643,2019,mizoram,3
serchhip district,5889,15064874.565576479,2019,mizoram,4
aizawl district,68532,215337713.34849542,2019,mizoram,4
lunglei district,15344,42919898.6938625,2019,mizoram,4
mamit district,8468,16925628.21634368,2019,mizoram,4
lawngtlai district,8069,22279514.789250825,2019,mizoram,4
kolasib district,11051,24470971.73397691,2019,mizoram,4
champhai district,4878,17885681.11019664,2019,mizoram,4
saiha district,3008,13805068.176785678,2019,mizoram,4
serchhip district,12877,42644166.311948836,2021,mizoram,1
aizawl district,182220,609359098.2421973,2021,mizoram,1
lunglei district,40131,133262456.0307964,2021,mizoram,1
mamit district,18670,51226307.47618229,2021,mizoram,1
lawngtlai district,31658,106154307.36708316,2021,mizoram,1
kolasib district,22212,71207105.1965721,2021,mizoram,1
champhai district,13769,51873702.94129371,2021,mizoram,1
saiha district,8038,35378443.37986354,2021,mizoram,1
serchhip district,15664,39541209.17776598,2021,mizoram,2
aizawl district,222893,635733236.9899334,2021,mizoram,2
lunglei district,46084,125798685.12915294,2021,mizoram,2
mamit district,20464,51797964.37426141,2021,mizoram,2
lawngtlai district,38779,110575273.85365936,2021,mizoram,2
kolasib district,23910,66068598.117042184,2021,mizoram,2
champhai district,15913,52313277.17825453,2021,mizoram,2
saiha district,10633,41046228.48202239,2021,mizoram,2
serchhip district,19902,54838260.2224697,2021,mizoram,3
aizawl district,276340,865537331.9432542,2021,mizoram,3
lunglei district,55054,157303231.44253838,2021,mizoram,3
mamit district,22878,65856355.67206964,2021,mizoram,3
lawngtlai district,44431,130625157.50867543,2021,mizoram,3
kolasib district,30064,84157970.6374866,2021,mizoram,3
champhai district,18678,71974971.0552853,2021,mizoram,3
saiha district,11182,43455371.73017335,2021,mizoram,3
serchhip district,21092,58127189.330209725,2021,mizoram,4
aizawl district,317555,1021257676.3595349,2021,mizoram,4
lunglei district,62996,193267816.72749364,2021,mizoram,4
mamit district,28553,76910208.12744261,2021,mizoram,4
lawngtlai district,47572,152734951.83765793,2021,mizoram,4
kolasib district,37950,113743718.86428112,2021,mizoram,4
champhai district,25625,100501231.3416473,2021,mizoram,4
saiha district,11986,54122948.934775494,2021,mizoram,4
serchhip district,7512,15256865.240079906,2020,mizoram,1
aizawl district,78597,215534588.05424356,2020,mizoram,1
lunglei district,19703,47052524.734837465,2020,mizoram,1
mamit district,12136,21524123.962646015,2020,mizoram,1
lawngtlai district,13887,31918357.190269426,2020,mizoram,1
kolasib district,11386,26364756.939303115,2020,mizoram,1
champhai district,6269,19712814.749991663,2020,mizoram,1
saiha district,4119,14713548.478265904,2020,mizoram,1
serchhip district,10425,19459795.690984454,2020,mizoram,2
